FSC-A,SSC-A,IgG,IgG2A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,AmCyan-A
114861.086,112671.0,218.7,64.8,274.05002,18.9,318.6,-56.160004,388.59998,400.19998
134201.33,203666.4,251.1,211.95,345.6,14.85,294.84003,29.160002,649.6,640.32
146360.97,177228.0,305.1,149.85,275.4,136.35,133.92,34.56,493.0,516.2
88084.484,89505.0,226.8,456.30002,144.45,-33.75,200.88,-7.5600004,385.12,395.56
99372.88,84361.5,202.5,133.65001,148.5,-18.9,267.84,-3.2400002,288.84,262.16
134110.25,138993.3,202.5,268.65,175.5,37.8,272.16,39.960003,495.31998,414.12
73381.04,26235.9,94.5,74.25,48.600002,45.9,64.8,46.440002,110.2,165.87999
144899.08,191404.36,234.90001,218.7,275.4,85.05,461.16,10.8,577.68,481.4
124128.24,87475.95,414.45,328.05002,232.2,29.7,120.96001,-3.2400002,406.0,503.43997
131076.08,140798.25,216.0,120.15,86.4,-29.7,54.000004,-23.76,470.96,553.32
107617.0,141914.7,211.95,243.0,130.95,59.4,275.40002,-62.640003,468.63998,480.24
141862.16,158049.9,225.45,243.0,240.3,93.15,156.6,-7.5600004,439.63998,502.28
119661.64,162580.5,261.9,182.25,120.15,-40.5,254.88,-69.12,542.88,457.03998
110999.84,140451.3,130.95,149.85,103.950005,-2.7,169.56001,-61.56,403.68,534.76
112883.086,136464.75,317.25,91.8,129.6,70.200005,353.16,-104.76,396.72,512.72
147121.8,170276.86,297.0,275.4,295.65,176.85,496.80002,132.84001,567.24,559.12
116979.84,127818.0,295.65,91.8,241.65001,27.0,217.08,5.4,356.12,559.12
82440.28,27093.15,108.0,135.0,121.5,36.45,23.76,135.0,127.6,136.87999
102481.56,123246.9,159.3,301.05002,132.3,76.950005,357.48,31.320002,343.36,280.72
141931.16,180466.66,159.3,54.0,294.30002,76.950005,192.24,-12.960001,523.16,632.2
122971.805,127029.6,274.05002,299.7,311.85,9.45,-47.52,-81.0,389.75998,414.12
176991.44,229668.75,1757.7001,1813.05,2258.55,318.6,665.28,237.6,1642.5599,2828.0798
110470.84,95073.75,295.65,344.25,193.05,44.55,16.2,79.920006,415.28,390.91998
119634.04,81873.45,337.5,186.3,336.15,176.85,108.00001,163.08,194.87999,396.72
122048.125,151964.11,207.90001,141.75,124.200005,125.55,252.72002,-4.32,411.8,446.59998
129007.92,141181.66,305.1,108.0,222.75,40.5,196.56001,35.640003,406.0,324.8
125150.36,129528.45,218.7,167.40001,178.2,-63.45,164.16,-39.960003,421.08,439.63998
142909.12,140367.61,286.2,132.3,187.65001,33.75,102.600006,9.72,457.03998,466.31998
74750.92,29874.15,191.7,48.600002,108.0,36.45,158.76001,97.200005,127.6,310.88
111274.0,127174.055,171.45,180.90001,398.25,44.55,180.36,112.32001,358.44,513.88
74175.92,25004.701,122.85,237.6,39.15,35.100002,108.00001,-17.28,74.24,111.36
146722.52,172528.66,244.35,140.40001,199.8,74.25,504.36002,212.76001,614.8,342.19998
94095.76,91912.055,319.95,132.3,112.05,20.25,223.56001,-54.000004,343.36,465.15997
92505.08,95403.15,259.2,297.0,476.55002,54.0,158.76001,-12.960001,357.28,474.43997
100578.08,64405.8,159.3,229.5,233.55,58.05,92.880005,-42.120003,284.19998,339.88
120869.6,122808.15,278.1,202.5,213.3,44.55,209.52,5.4,437.31998,489.52
104147.68,86614.65,290.25,221.40001,378.0,37.8,50.760002,191.16,339.88,591.6
129161.56,142472.25,330.75,229.5,95.85,52.65,362.88,62.640003,404.84,611.32
88821.4,118107.45,151.2,133.65001,179.55,97.200005,65.880005,21.6,332.91998,481.4
129488.164,152382.61,176.85,94.5,106.65,22.95,307.80002,14.040001,462.84,444.28
140993.69,171441.9,349.65,141.75,282.15,108.0,118.8,-16.2,467.47998,664.68
78408.84,25876.8,171.45,110.700005,97.200005,44.55,145.8,34.56,84.68,162.4
148078.61,148379.86,326.7,183.6,346.95,81.0,289.44,30.240002,430.36,691.36
134410.16,159530.86,248.40001,217.35,233.55,5.4,383.40002,-1.08,559.12,526.64
123186.164,129315.15,197.1,55.350002,324.0,143.1,122.04001,133.92,359.59998,491.84
113420.36,145949.86,248.40001,156.6,175.5,25.65,7.5600004,-2.16,287.68,439.63998
117326.68,109275.75,251.1,130.95,178.2,81.0,130.68001,88.560005,374.68,455.87997
115915.4,130661.1,272.7,108.0,329.4,-6.75,275.40002,54.000004,445.44,512.72
101830.2,82479.6,162.0,415.80002,261.9,-22.95,288.36002,160.92001,359.59998,411.8
133465.33,177862.5,288.9,237.6,152.55,87.75,334.80002,-15.120001,528.95996,596.24
142355.28,179923.95,287.55002,240.3,373.95,28.35,414.72003,4.32,512.72,675.12
149616.84,155158.2,302.4,186.3,268.65,-2.7,407.16,17.28,437.31998,467.47998
118700.24,171852.3,186.3,174.15001,288.9,86.4,252.72002,79.920006,537.07996,650.76
124641.6,133604.11,259.2,97.200005,268.65,-20.25,318.6,28.080002,432.68,411.8
174664.77,206409.61,351.0,255.15001,329.4,141.75,268.92,14.040001,626.39996,669.32
98146.52,118678.5,180.90001,201.15001,167.40001,35.100002,108.00001,104.76,336.4,290.0
107703.484,48573.0,54.0,51.3,70.200005,32.4,-11.88,105.840004,211.12,177.48
75965.32,32081.4,159.3,130.95,74.25,-25.65,56.160004,98.28001,140.36,366.56
100432.72,114686.555,109.35,303.75,58.05,-8.1,-3.2400002,18.36,370.03998,372.36
121133.64,143857.36,156.6,369.9,48.600002,76.950005,252.72002,52.920002,494.15997,523.16
125964.56,129683.7,199.8,226.8,214.65001,18.9,285.12003,-8.64,353.8,470.96
93213.484,104326.65,139.05,101.25,288.9,133.65001,151.20001,-20.52,331.75998,410.63998
122776.766,113090.85,240.3,163.35,151.2,39.15,192.24,12.960001,395.56,460.52
130699.805,153954.0,245.7,83.700005,199.8,-21.6,37.800003,17.28,484.87997,469.8
231489.48,50855.85,531.9,425.25,210.6,62.100002,31.320002,44.280003,247.07999,661.19995
105444.88,113587.65,220.05,214.65001,325.35,-16.2,312.12003,-15.120001,303.91998,302.75998
185374.48,252045.0,1150.2001,976.05,1425.6,253.8,684.72003,163.08,1257.44,1954.6
133414.72,152135.55,236.25,410.4,244.35,39.15,315.36002,-16.2,487.19998,602.04
159616.33,211378.95,344.25,249.75,240.3,-25.65,541.08,233.28001,651.92,841.0
79465.0,28040.85,122.85,49.95,197.1,13.5,-1.08,38.88,75.4,220.4
137347.72,155448.45,383.4,199.8,82.35,125.55,164.16,-38.88,466.31998,511.56
113873.0,149176.36,272.7,-9.45,261.9,51.3,187.92001,-78.840004,448.91998,363.08
120803.36,155452.5,321.30002,228.15001,268.65,12.150001,82.08,153.36,474.43997,555.63995
156614.36,177611.4,268.65,315.9,446.85,16.2,186.84001,18.36,523.16,625.24
135007.25,170256.61,166.05,268.65,141.75,-2.7,225.72002,149.04001,562.6,610.16
116049.72,114114.15,248.40001,168.75,103.950005,74.25,139.32,59.4,418.75998,345.68
186590.72,262143.0,2550.1501,2137.05,2577.1501,81.0,1872.7201,278.64,2951.0398,4380.1597
107270.164,65142.902,189.0,326.7,156.6,-62.100002,327.24002,39.960003,214.59999,248.23999
106107.28,65542.5,163.35,334.80002,186.3,122.85,207.36002,24.84,221.56,321.31998
95869.52,121722.75,195.75,197.1,243.0,-39.15,352.08002,21.6,352.63998,458.19998
118063.6,123589.805,203.85,205.2,140.40001,174.15001,264.6,46.440002,357.28,502.28
121478.64,154689.75,253.8,268.65,224.1,-85.05,156.6,75.600006,470.96,671.63995
141775.69,196515.45,417.15,264.6,240.3,-4.05,417.96002,38.88,577.68,593.92
158611.69,203099.4,274.05002,139.05,93.15,125.55,220.32,22.68,499.96,555.63995
39849.8,23117.4,103.950005,94.5,41.850002,20.25,79.920006,-59.4,-15.08,93.96
124370.2,143861.4,193.05,180.90001,279.45,17.550001,142.56001,-5.4,411.8,370.03998
114257.56,117609.305,164.7,205.2,175.5,32.4,172.8,23.76,324.8,292.31998
150817.44,197542.8,340.2,171.45,108.0,55.350002,421.2,22.68,525.48,577.68
158594.2,262143.0,1383.75,1189.35,1142.1,162.0,750.60004,50.760002,1356.0399,2315.3599
113957.64,76350.6,268.65,244.35,221.40001,33.75,76.68,68.04,271.44,425.72
157896.84,262143.0,1543.05,1410.75,1603.8,220.05,549.72003,142.56001,1717.96,2904.64
103340.84,100816.65,214.65001,74.25,191.7,130.95,224.64001,-14.040001,255.2,506.91998
138302.69,191173.5,221.40001,147.15001,270.0,81.0,294.84003,-86.4,474.43997,559.12
123841.2,133300.36,178.2,148.5,421.2,32.4,102.600006,32.4,412.96,480.24
130448.64,161092.8,118.8,157.95,469.80002,74.25,191.16,21.6,447.75998,457.03998
133054.08,166207.95,159.3,221.40001,291.6,103.950005,204.12001,-47.52,389.75998,564.92
150007.84,159634.8,174.15001,197.1,286.2,35.100002,279.72,-58.320004,377.0,490.68
146998.52,155895.3,238.95,93.15,364.5,-35.100002,141.48001,214.92001,475.59998,531.27997
134201.33,138746.25,261.9,120.15,112.05,13.5,88.560005,66.96,466.31998,423.4
113967.766,155436.3,156.6,166.05,324.0,64.8,210.6,-5.4,412.96,525.48
96262.36,114335.555,191.7,149.85,259.2,1.35,193.32,-7.5600004,286.52,437.31998
133146.08,173708.55,217.35,448.2,164.7,47.25,123.12,125.28001,533.6,711.07996
141914.61,139625.11,206.55,199.8,217.35,97.200005,286.2,-21.6,396.72,402.52
118791.32,151448.4,170.1,178.2,162.0,20.25,178.20001,-12.960001,465.15997,439.63998
143759.2,169730.11,352.35,256.5,198.45,122.85,353.16,9.72,486.03998,551.0
121589.96,115045.65,170.1,168.75,220.05,-10.8,276.48,35.640003,352.63998,371.19998
147566.16,161874.45,216.0,274.05002,284.85,-22.95,395.28003,56.160004,564.92,658.88
137388.2,164308.5,260.55002,245.7,152.55,29.7,236.52,9.72,499.96,538.24
141579.72,139579.2,191.7,260.55002,384.75,72.9,96.12,7.5600004,358.44,554.48
135752.44,131577.75,274.05002,98.55,118.8,-8.1,114.48,-66.96,389.75998,425.72
97687.445,98649.9,201.15001,172.8,160.65001,-18.9,36.72,99.36,265.63998,283.03998
171028.92,262143.0,1621.35,1318.9501,1706.4,101.25,842.4,18.36,1673.88,2913.92
101371.125,63906.3,145.8,116.1,49.95,36.45,113.4,-98.28001,247.07999,317.84
120989.2,118648.805,224.1,91.8,97.200005,71.55,192.24,-48.600002,314.36,461.68
190472.2,262143.0,1975.05,1291.9501,1933.2001,224.1,1225.8,226.8,2149.48,3350.0798
135494.84,151324.2,282.15,325.35,232.2,133.65001,232.20001,-115.560005,445.44,455.87997
140202.48,160906.5,216.0,237.6,441.45,-32.4,213.84001,-11.88,491.84,678.6
42551.84,17232.75,113.4,25.65,139.05,9.45,81.0,63.72,73.079994,138.04
132784.52,143086.5,256.5,98.55,189.0,-4.05,51.840004,14.040001,415.28,527.8
99072.96,142138.8,216.0,249.75,311.85,-32.4,93.96001,-74.520004,373.52,531.27997
104132.96,134561.25,180.90001,214.65001,325.35,156.6,196.56001,131.76001,305.08,410.63998
145287.33,262143.0,2290.95,1777.9501,2047.9501,355.05002,1085.4,196.56001,2277.0798,3685.3198
82411.76,25702.65,233.55,178.2,118.8,101.25,83.16,73.44,141.51999,205.31999
161273.25,195231.61,396.9,333.45,511.65,6.75,263.52002,147.96,689.04,665.83997
118160.2,165950.11,237.6,283.5,238.95,-21.6,218.16,190.08,495.31998,564.92
186355.2,247796.55,1503.9,1251.4501,1058.4,59.4,895.32,136.08,1646.0399,2468.48
122618.52,143638.66,83.700005,279.45,214.65001,32.4,231.12001,138.24,412.96,486.03998
117377.28,63981.902,198.45,282.15,133.65001,55.350002,44.280003,10.8,212.28,344.52
114778.28,84138.75,292.95,149.85,197.1,2.7,219.24,62.640003,323.63998,462.84
108292.28,128800.805,233.55,184.95,240.3,40.5,137.16,66.96,351.47998,554.48
135518.77,151783.2,292.95,172.8,147.15001,17.550001,200.88,29.160002,460.52,527.8
133701.77,139199.86,299.7,214.65001,251.1,-36.45,367.2,20.52,417.59998,475.59998
84280.28,65468.25,137.7,213.3,187.65001,16.2,193.32,-49.68,285.36,276.08
141383.77,150580.36,363.15,310.5,471.15,86.4,328.32,135.0,360.75998,598.56
227243.69,52702.652,502.2,472.5,438.75,18.9,68.04,48.600002,133.4,581.16
43511.402,19194.3,218.7,140.40001,108.0,-20.25,46.440002,-9.72,126.439995,174.0
114766.32,72196.65,261.9,206.55,346.95,0.0,3.2400002,-24.84,267.96,337.56
115112.24,141914.7,279.45,278.1,187.65001,110.700005,250.56001,105.840004,438.47998,535.92
128414.52,143657.55,174.15001,194.40001,297.0,6.75,288.36002,81.0,472.12,532.44
131709.97,177930.0,429.30002,202.5,317.25,33.75,294.84003,105.840004,484.87997,751.68
53757.44,19484.55,205.2,21.6,133.65001,45.9,-3.2400002,65.880005,81.2,205.31999
139890.61,145439.55,137.7,193.05,114.75,43.2,122.04001,12.960001,393.24,519.68
157227.08,175000.5,220.05,194.40001,151.2,8.1,272.16,22.68,522.0,646.12
140464.69,158468.4,314.55002,405.0,248.40001,37.8,270.0,-92.880005,484.87997,541.72
248918.89,59983.2,560.25,426.6,342.9,-33.75,190.08,18.36,339.88,776.04
113610.805,140077.36,334.80002,276.75,166.05,5.4,176.04001,5.4,306.24,446.59998
120136.36,105260.85,151.2,170.1,271.35,16.2,321.84003,-11.88,198.36,364.24
124133.766,144015.3,228.15001,195.75,319.95,-5.4,313.2,105.840004,389.75998,349.16
132291.4,153085.95,247.05,236.25,278.1,-25.65,271.08002,50.760002,526.64,576.51996
145033.4,191471.86,187.65001,120.15,310.5,-20.25,252.72002,76.68,406.0,542.88
96554.0,104456.25,180.90001,41.850002,153.90001,49.95,147.96,46.440002,298.12,428.03998
132080.72,136613.25,153.90001,287.55002,201.15001,21.6,299.16,-129.6,528.95996,552.16
110870.125,81409.055,176.85,325.35,253.8,-16.2,141.48001,-115.560005,286.52,354.96
94578.76,61038.902,280.80002,207.90001,265.95,-17.550001,36.72,104.76,252.87999,278.4
157248.25,144972.45,309.15,51.3,363.15,13.5,311.04,158.76001,459.36,556.8
101011.4,131438.7,276.75,274.05002,378.0,-44.55,258.12,4.32,382.8,425.72
96541.125,100110.6,213.3,198.45,222.75,8.1,31.320002,76.68,368.87997,524.32
116391.04,162769.5,284.85,256.5,257.85,39.15,255.96,21.6,570.72,538.24
187030.48,262143.0,2400.3,2215.35,2332.8,230.85,1291.68,237.6,2416.28,3978.7998
146639.72,183261.16,218.7,284.85,639.9,28.35,281.88,98.28001,523.16,534.76
125752.96,149584.05,222.75,187.65001,419.85,29.7,260.28,-64.8,412.96,488.36
28301.041,21779.55,68.85,265.95,-25.65,-6.75,35.640003,60.480003,70.759995,74.24
98392.164,134457.3,157.95,318.6,334.80002,21.6,198.72,15.120001,386.28,532.44
46654.12,101652.305,328.05002,222.75,318.6,-40.5,159.84001,20.52,395.56,387.44
80523.92,30221.1,114.75,2.7,105.3,-18.9,-10.8,75.600006,102.079994,192.56
135851.8,154147.05,311.85,178.2,117.450005,44.55,335.88,137.16,477.91998,498.8
172558.89,262143.0,1587.6,1489.05,2120.85,186.3,735.48004,77.76,1684.32,2719.04
108133.125,101371.5,87.75,268.65,299.7,-58.05,216.00002,11.88,359.59998,357.28
125704.2,135121.5,306.45,101.25,280.80002,121.5,122.04001,103.68001,459.36,433.84
124129.164,146732.86,145.8,81.0,433.35,27.0,359.64,24.84,409.47998,451.24
115260.36,127820.7,194.40001,121.5,336.15,44.55,255.96,22.68,378.16,527.8
142230.16,179880.75,380.7,175.5,521.10004,82.35,319.68002,28.080002,535.92,650.76
72785.805,20452.5,135.0,108.0,71.55,13.5,64.8,36.72,104.399994,135.72
138233.69,157172.4,252.45,148.5,403.65,197.1,169.56001,90.72,501.12,682.07996
74602.805,18385.65,164.7,8.1,8.1,24.300001,25.920002,36.72,71.92,107.88
122503.52,145625.86,321.30002,147.15001,232.2,59.4,253.8,81.0,402.52,586.95996
113365.164,131596.66,252.45,99.9,149.85,44.55,155.52,47.52,382.8,411.8
130371.36,129968.555,270.0,155.25,329.4,103.950005,265.68002,132.84001,329.44,423.4
139103.08,196241.4,322.65,352.35,152.55,24.300001,400.68002,185.76001,625.24,667.0
107453.24,125741.7,284.85,79.65,261.9,-16.2,145.8,-62.640003,375.84,495.31998
123536.68,142686.9,191.7,251.1,207.90001,2.7,351.0,28.080002,415.28,484.87997
127525.805,158877.45,301.05002,252.45,270.0,-44.55,272.16,44.280003,515.04,707.6
110044.88,123353.555,303.75,282.15,234.90001,66.15,179.28001,49.68,286.52,494.15997
121762.92,152722.8,274.05002,310.5,211.95,12.150001,253.8,-72.36,344.52,432.68
127110.88,153706.95,309.15,361.80002,338.85,21.6,163.08,50.760002,532.44,450.08
160875.8,244567.36,1223.1,1020.60004,1017.9,108.0,822.96,201.96,1187.84,2241.1199
107672.2,140085.45,249.75,120.15,460.35,0.0,315.36002,-66.96,387.44,372.36
143561.4,142535.7,216.0,241.65001,230.85,-64.8,189.0,-93.96001,412.96,582.32
78475.08,27993.6,-8.1,17.550001,-6.75,85.05,51.840004,62.640003,99.759995,175.15999
65984.24,32236.65,233.55,41.850002,62.100002,21.6,139.32,9.72,80.04,194.87999
123091.4,160687.8,313.2,140.40001,244.35,-29.7,209.52,-15.120001,533.6,412.96
108089.88,135452.25,274.05002,176.85,298.35,98.55,153.36,163.08,477.91998,618.27997
124039.92,75054.6,211.95,279.45,295.65,55.350002,50.760002,59.4,320.16,408.31998
132850.77,174344.4,463.05002,130.95,267.30002,157.95,270.0,1.08,583.48,524.32
128739.28,109680.75,244.35,288.9,268.65,-37.8,181.44,71.28001,415.28,661.19995
100453.88,112711.5,101.25,168.75,94.5,59.4,273.24002,27.000002,338.72,372.36
111535.28,141331.5,125.55,157.95,32.4,51.3,164.16,8.64,476.75998,459.36
127489.92,151033.95,267.30002,155.25,168.75,98.55,166.32,50.760002,433.84,533.6
87580.32,96056.555,141.75,139.05,224.1,0.0,164.16,101.520004,240.12,358.44
103881.805,67998.15,147.15001,265.95,97.200005,90.450005,104.76,110.16,270.28,324.8
140506.08,135631.8,253.8,182.25,237.6,0.0,247.32,-55.08,428.03998,488.36
120334.164,137982.16,36.45,82.35,222.75,76.950005,221.40001,-52.920002,381.63998,418.75998
132892.16,168328.8,286.2,172.8,70.200005,35.100002,155.52,173.88,498.8,429.19998
149158.69,170923.5,249.75,144.45,205.2,22.95,712.80005,17.28,568.39996,658.88
141166.64,165631.5,382.05002,190.35,190.35,63.45,263.52002,-90.72,509.24,451.24
117127.96,129705.305,329.4,279.45,261.9,48.600002,345.6,24.84,401.36,437.31998
134097.36,170606.25,318.6,159.3,216.0,18.9,174.96,33.48,487.19998,569.56
102875.32,114828.305,137.7,109.35,234.90001,36.45,322.92,45.36,327.12,451.24
101258.88,88287.305,103.950005,44.55,144.45,47.25,82.08,-36.72,316.68,468.63998
125182.56,126851.4,172.8,110.700005,324.0,13.5,368.28003,-33.48,368.87997,410.63998
116587.92,110822.85,210.6,230.85,120.15,-18.9,251.64001,12.960001,302.75998,351.47998
108949.164,130269.6,286.2,332.1,391.5,-64.8,236.52,-2.16,390.91998,430.36
131179.12,141561.0,226.8,135.0,267.30002,102.6,278.64,82.08,400.19998,488.36
147484.28,167918.4,334.80002,275.4,371.25,16.2,358.56003,38.88,506.91998,583.48
115141.68,112394.25,183.6,130.95,114.75,83.700005,326.16,52.920002,281.88,409.47998
110063.28,127134.9,176.85,59.4,334.80002,62.100002,227.88,96.12,343.36,338.72
132436.77,178147.36,232.2,236.25,421.2,8.1,238.68001,166.32,573.04,712.24
115639.4,109101.6,236.25,201.15001,22.95,13.5,138.24,-25.920002,206.48,422.24
129799.125,174108.16,410.4,238.95,345.6,125.55,133.92,43.2,494.15997,672.8
131465.25,156127.5,206.55,230.85,149.85,47.25,440.64,66.96,424.56,505.75998
133518.69,155661.75,237.6,368.55002,183.6,52.65,217.08,30.240002,438.47998,509.24
116659.68,133787.7,210.6,67.5,210.6,-2.7,192.24,-9.72,469.8,540.56
111260.2,131276.7,247.05,213.3,349.65,24.300001,102.600006,59.4,377.0,549.83997
131987.8,182663.11,261.9,303.75,230.85,63.45,173.88,9.72,621.76,617.12
105417.28,147469.95,271.35,306.45,241.65001,18.9,109.08,8.64,477.91998,462.84
144387.56,184670.55,259.2,333.45,634.5,157.95,243.00002,81.0,512.72,626.39996
186412.25,173966.4,328.05002,291.6,513.0,103.950005,299.16,86.4,484.87997,621.76
147314.08,151222.95,403.65,268.65,74.25,59.4,208.44,-52.920002,380.47998,576.51996
117494.125,183716.11,203.85,361.80002,483.30002,58.05,382.32,2.16,571.88,628.72
113989.84,101871.0,39.15,71.55,291.6,18.9,-58.320004,-15.120001,309.72,309.72
89553.72,36940.05,176.85,187.65001,-62.100002,-1.35,-14.040001,-66.96,143.84,329.44
96735.24,53951.402,221.40001,141.75,116.1,70.200005,78.840004,50.760002,129.92,343.36
143325.88,165257.55,330.75,321.30002,210.6,-22.95,179.28001,-31.320002,469.8,708.76
110694.4,86383.805,264.6,444.15,475.2,9.45,0.0,92.880005,386.28,524.32
176992.36,199201.95,290.25,319.95,210.6,-8.1,216.00002,92.880005,554.48,660.04
130593.086,179011.36,137.7,345.6,298.35,74.25,257.04,57.24,577.68,528.95996
109972.2,123538.5,198.45,209.25,153.90001,-36.45,174.96,46.440002,408.31998,495.31998
98407.805,107688.15,75.6,170.1,363.15,75.6,61.56,-17.28,345.68,325.96
124512.805,116530.65,238.95,267.30002,510.30002,1.35,204.12001,-6.4800005,387.44,334.08
100900.08,156238.2,156.6,211.95,294.30002,0.0,68.04,-41.04,334.08,419.91998
139440.72,146473.66,306.45,160.65001,216.0,8.1,92.880005,35.640003,494.15997,625.24
96102.28,119512.805,202.5,137.7,125.55,-24.300001,374.76,15.120001,357.28,390.91998
124112.6,196966.36,357.75,259.2,182.25,-9.45,246.24,33.48,535.92,747.04
139553.88,158681.7,318.6,218.7,352.35,41.850002,165.24,-22.68,324.8,482.56
153179.08,193688.55,278.1,228.15001,371.25,17.550001,173.88,120.96001,649.6,625.24
184753.48,262143.0,1379.7001,1497.15,1359.4501,121.5,987.12006,163.08,1764.36,2649.44
93768.24,105838.65,229.5,110.700005,228.15001,-40.5,206.28001,17.28,341.03998,459.36
223688.8,44321.85,607.5,581.85004,130.95,81.0,200.88,79.920006,267.96,620.6
151719.97,186409.36,369.9,190.35,302.4,-1.35,124.200005,110.16,607.83997,640.32
136896.0,262143.0,1980.4501,1961.55,1949.4,309.15,906.12006,224.64001,1751.6,3188.8398
131004.32,169057.8,189.0,118.8,245.7,22.95,129.6,-7.5600004,486.03998,610.16
123670.086,173811.16,415.80002,294.30002,388.80002,9.45,244.08002,45.36,429.19998,800.39996
146269.88,136981.8,190.35,59.4,72.9,-1.35,177.12001,18.36,385.12,353.8
130237.96,145990.36,288.9,160.65001,171.45,-67.5,129.6,-3.2400002,430.36,468.63998
132470.8,177263.11,251.1,255.15001,144.45,62.100002,214.92001,48.600002,476.75998,473.28
67189.44,116330.85,261.9,288.9,211.95,0.0,84.240005,14.040001,368.87997,444.28
38158.84,13575.601,116.1,89.1,126.9,-6.75,42.120003,-23.76,17.4,117.159996
136772.72,192254.86,229.5,221.40001,234.90001,32.4,191.16,-30.240002,548.68,549.83997
130127.56,144313.66,166.05,175.5,133.65001,18.9,129.6,29.160002,460.52,482.56
124704.164,167165.11,325.35,124.200005,149.85,22.95,354.24002,10.8,509.24,506.91998
125260.766,139746.61,124.200005,117.450005,193.05,-32.4,69.12,50.760002,344.52,515.04
120313.92,125240.85,271.35,260.55002,213.3,-21.6,155.52,21.6,441.96,402.52
107062.24,146871.9,166.05,102.6,110.700005,29.7,-3.2400002,64.8,430.36,445.44
44891.402,16976.25,126.9,60.75,79.65,-55.350002,46.440002,-24.84,60.32,187.92
117932.04,131926.05,86.4,199.8,270.0,76.950005,117.72,-42.120003,438.47998,432.68
141806.97,157623.3,248.40001,257.85,79.65,-45.9,257.04,132.84001,431.52,575.36
131751.36,152828.11,236.25,159.3,40.5,79.65,155.52,-39.960003,497.63998,473.28
134985.16,148979.25,288.9,203.85,183.6,-20.25,227.88,92.880005,373.52,389.75998
100295.64,116144.555,98.55,298.35,218.7,20.25,247.32,-51.840004,401.36,353.8
88667.76,31515.75,174.15001,153.90001,-63.45,0.0,54.000004,15.120001,129.92,321.31998
100347.164,118060.2,179.55,67.5,255.15001,4.05,264.6,38.88,352.63998,392.08
56617.723,29546.1,137.7,159.3,67.5,-29.7,33.48,2.16,64.96,119.479996
104256.24,74124.45,179.55,333.45,74.25,16.2,31.320002,-52.920002,334.08,293.47998
73505.24,29390.85,198.45,144.45,36.45,78.3,22.68,106.920006,30.16,162.4
142875.08,156297.61,275.4,156.6,78.3,-32.4,265.68002,127.44,527.8,716.88
120380.164,184512.61,415.80002,232.2,353.7,43.2,292.68002,56.160004,483.72,664.68
112537.164,148297.5,243.0,98.55,369.9,-33.75,220.32,20.52,498.8,525.48
118766.484,74988.45,299.7,290.25,116.1,-14.85,307.80002,17.28,322.47998,371.19998
136046.84,148331.25,256.5,162.0,259.2,-10.8,303.48,-4.32,459.36,419.91998
131598.64,185591.25,315.9,232.2,72.9,-25.65,425.52002,-2.16,667.0,604.36
169178.8,226982.25,259.2,364.5,422.55002,66.15,407.16,41.04,679.76,738.92
120807.04,122720.4,151.2,255.15001,249.75,66.15,69.12,61.56,386.28,464.0
150143.08,167360.86,284.85,368.55002,128.25,114.75,62.640003,-9.72,585.8,513.88
148039.97,180941.86,220.05,230.85,253.8,51.3,444.96002,-19.44,539.39996,595.07996
117131.64,116440.2,218.7,90.450005,147.15001,44.55,159.84001,8.64,436.15997,372.36
127421.84,125338.055,252.45,126.9,102.6,72.9,206.28001,37.800003,390.91998,546.36
249458.0,259286.4,454.95,384.75,396.9,99.9,481.68002,52.920002,836.36,1037.0399
47605.402,57728.7,184.95,135.0,149.85,44.55,123.12,14.040001,158.92,348.0
78560.64,36657.902,195.75,33.75,191.7,25.65,82.08,91.8,135.72,182.12
113598.84,114515.1,297.0,164.7,410.4,-39.15,149.04001,-18.36,368.87997,489.52
142575.16,184091.4,170.1,128.25,249.75,56.7,333.72,-11.88,508.08,490.68
126427.32,164313.9,297.0,133.65001,170.1,59.4,268.92,-21.6,511.56,448.91998
113908.88,142699.05,143.1,82.35,295.65,4.05,265.68002,25.920002,466.31998,557.95996
69471.96,27549.451,167.40001,-14.85,-27.0,-25.65,1.08,46.440002,26.679998,156.59999
115688.164,130077.9,168.75,117.450005,184.95,110.700005,278.64,-10.8,438.47998,394.4
132765.2,147314.7,228.15001,332.1,301.05002,17.550001,124.200005,60.480003,432.68,479.08
117690.086,119074.055,136.35,195.75,217.35,72.9,173.88,119.880005,426.87997,459.36
124154.92,119369.7,179.55,87.75,156.6,48.600002,231.12001,143.64,375.84,464.0
138092.0,148585.05,178.2,78.3,186.3,44.55,319.68002,-39.960003,342.19998,462.84
128631.64,179950.95,226.8,241.65001,311.85,-4.05,480.6,86.4,620.6,617.12
144157.56,174989.7,133.65001,194.40001,284.85,9.45,360.72,71.28001,439.63998,640.32
135477.36,112531.95,313.2,189.0,265.95,45.9,101.520004,-25.920002,306.24,480.24
118605.484,111300.75,175.5,64.8,195.75,39.15,247.32,-63.72,339.88,383.96
149298.52,219545.11,283.5,310.5,352.35,-62.100002,275.40002,77.76,633.36,803.88
104310.52,79902.45,253.8,506.25,299.7,-20.25,165.24,0.0,281.88,305.08
123968.164,145304.55,132.3,189.0,222.75,0.0,268.92,51.840004,364.24,493.0
154252.72,216683.11,209.25,211.95,507.6,56.7,247.32,162.0,697.16,682.07996
